,host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
25296,30852228,2,37,1,120,1,2,1,0
25297,67444730,0,6,0,47,5,5,2,0
25299,94214493,0,54,0,80,7,5,9,206
25300,2065453,0,15,0,69,1,7,3,0
25301,4581681,0,22,1,250,2,58,1,312
25302,654586,1,52,1,175,2,25,1,64
25303,120231560,4,136,0,45,2,21,1,280
25304,142235171,1,30,1,80,2,18,1,0
25305,43424825,0,12,1,217,3,24,1,14
25306,143977790,1,28,1,129,2,25,1,0
25307,144197377,1,4,1,199,1,34,1,0
25308,144200262,4,134,0,119,3,0,1,0
25309,109884885,0,21,1,195,2,4,1,0
25310,87814281,1,2,0,80,1,0,2,0
25311,25860768,1,28,1,126,2,45,1,0
25312,34821813,0,21,0,55,6,0,1,0
25313,14853570,0,24,1,100,2,0,1,0
25314,166634,0,147,0,59,2,34,5,0
25315,144275900,1,8,0,51,7,2,1,0
25316,6760095,0,21,0,250,2,0,1,260
25317,9450203,0,15,0,150,1,2,1,177
25319,20850336,1,8,0,140,1,13,1,54
25320,74314960,0,6,0,95,5,1,2,0
25321,144310942,1,50,1,600,2,41,1,174
25322,144317997,1,14,0,40,3,23,1,0
25324,140299690,1,2,1,150,3,18,1,4
25326,144347177,1,28,1,149,5,0,1,0
25327,45451027,0,15,0,40,6,4,1,0
25328,20729779,1,26,0,69,1,16,1,0
25329,4220261,1,102,1,300,2,0,1,89
25330,144376495,0,96,1,149,3,2,1,0
25332,144406701,0,21,0,40,9,2,1,0
25333,42435903,1,8,1,270,7,0,1,0
25334,44298161,1,43,1,200,3,14,1,10
25335,170094,1,8,1,120,3,6,1,0
25336,107420184,0,15,0,50,3,28,1,93
25339,8280982,0,6,1,250,3,1,1,133
25340,58403098,2,39,0,45,3,58,3,97
25341,10414799,0,6,1,85,5,6,2,5
25343,68724048,2,49,0,35,1,3,1,0
25344,634346,1,4,0,55,7,0,1,0
25346,72375507,0,73,1,78,4,5,1,82
25347,89985620,0,35,0,49,2,58,3,311
25349,10217532,0,22,1,115,5,4,1,3
25350,1699505,0,3,0,59,3,2,1,0
25351,28455413,0,21,0,32,1,5,2,0
25352,22899202,0,6,0,45,2,10,2,34
25353,2514859,0,6,0,70,2,2,2,0
25354,21340955,0,22,1,99,3,2,3,311
25356,46407533,2,49,1,160,5,2,1,0
25357,52251632,1,45,1,114,1,1,1,0
25358,144647925,0,6,0,55,3,8,1,0
25360,7714461,0,12,0,55,7,19,2,151
25361,9430316,2,56,0,160,2,1,1,0
25362,32905351,0,15,1,110,2,31,1,4
25363,42154911,1,2,0,60,4,2,2,13
25366,20279155,1,9,1,150,1,0,1,0
25367,1457505,0,16,1,100,4,0,1,0
25368,115415316,0,21,0,85,2,5,2,0
25369,140057330,2,81,0,55,1,61,7,57
25370,48076117,0,15,0,55,1,63,2,30
25371,13872573,1,43,0,90,2,3,1,0
25372,90130659,1,60,0,80,7,0,1,0
25373,33028687,0,6,0,150,2,6,1,0
25374,40321516,1,64,1,350,5,1,1,0
25375,138006255,0,100,0,110,1,1,2,365
25377,13989494,2,44,0,42,2,1,1,0
25378,117677214,1,11,1,325,5,47,1,310
25379,19635760,1,19,1,140,3,6,1,0
25380,38266438,2,44,1,75,10,1,1,0
25381,104836016,0,0,0,66,2,14,4,180
25382,104836016,0,0,0,66,2,29,4,170
25383,12213641,1,4,0,95,1,35,2,15
25385,23741614,1,2,0,60,7,0,1,0
25386,1715301,3,211,1,800,7,0,3,365
25387,48704899,0,16,1,200,3,41,1,1
25388,144841101,2,56,0,112,7,0,1,0
25389,144833193,2,116,1,100,2,0,1,0
25392,442106,0,6,0,35,1,5,1,0
25394,27098685,2,25,1,115,5,1,1,0
25395,67223829,4,99,1,155,3,13,1,285
25396,144868702,0,6,1,165,3,1,1,0
25397,57670550,0,15,0,60,3,6,2,0
25398,24945340,0,16,1,400,2,7,1,14
25400,10196765,1,101,0,90,1,9,1,0
25401,7344404,0,12,0,75,4,6,1,0
25402,4412976,1,77,1,1500,3,2,1,186
25403,10373779,0,6,0,55,3,3,2,0
25404,144863286,1,2,0,120,1,0,1,180
25405,131826530,4,138,0,600,2,0,3,269
25408,115844816,1,5,1,200,6,2,1,341
25409,1468617,0,3,1,99,3,5,1,0
25410,65875353,0,6,0,40,2,0,1,0
25411,144992525,1,71,1,185,3,5,1,0
25412,55260292,1,23,0,90,2,14,1,60
25413,13300403,1,52,1,615,4,42,1,117
25414,145011016,1,43,1,180,7,3,1,20
25415,145013050,0,21,0,75,1,3,1,0
25418,127759523,1,68,1,179,1,0,1,0
25419,1533756,0,12,1,269,5,1,1,0
25420,10149880,0,16,1,106,5,0,1,0
25422,131826530,4,138,2,800,2,1,3,269
25423,145048035,1,2,0,60,1,2,1,0
25424,20217572,1,8,1,219,4,30,1,45
25425,7202412,1,2,1,150,5,52,4,113
25426,18121246,1,8,1,289,3,3,1,0
25427,51752582,1,8,0,55,3,4,1,0
25428,106445337,1,26,0,139,2,1,1,0
25432,683180,1,8,0,89,10,10,1,248
25434,145082728,0,6,1,150,2,18,2,86
25435,32446721,2,162,2,45,1,18,6,365
25436,137779917,1,45,0,55,1,0,1,0
25437,68598597,1,30,0,55,1,22,2,91
25439,140641026,1,2,2,65,1,1,1,365
25440,17414475,0,96,0,63,1,51,1,6
25441,142289760,1,2,0,70,1,9,1,89
25442,13206384,0,20,1,120,4,19,1,0
25444,145194995,1,19,0,56,2,4,1,0
25445,80028220,0,6,0,80,1,4,1,0
25447,127077398,2,95,1,110,2,51,1,295
25448,75199843,0,12,0,60,2,3,1,90
25450,31736547,1,4,0,69,1,58,2,26
25451,145214508,0,6,2,45,3,7,2,364
25452,144851882,1,26,0,58,5,0,1,0
25453,145234836,0,21,0,110,5,0,1,358
25454,145239999,1,2,0,80,1,4,1,179
25455,145241163,2,81,0,51,2,38,1,28
25457,46677826,1,7,1,273,3,13,1,116
25459,87690038,0,15,0,54,2,47,4,345
25461,6933112,1,43,0,102,1,0,2,0
25462,145187951,0,6,0,50,3,15,2,0
25463,1843969,0,6,0,85,2,11,1,164
25464,11116177,0,6,0,80,1,2,1,0
25465,6263296,0,21,0,50,1,3,1,0
25466,13246721,1,2,0,86,1,1,1,0
25467,19045109,1,71,0,136,3,0,1,0
25468,142590597,0,70,2,79,1,9,6,180
25469,13225047,0,12,1,211,1,12,3,0
25471,142590597,0,70,2,159,1,7,6,180
25472,20540369,0,21,0,55,1,0,1,0
25473,142590597,0,70,0,119,1,29,6,180
25474,19924289,0,75,1,120,4,45,1,44
25475,41047066,1,2,1,71,2,24,1,55
25476,46736568,1,68,1,170,3,12,1,1
25478,50369101,0,12,0,80,1,1,1,0
25480,145392038,1,23,0,80,1,1,1,0
25484,4102722,0,29,1,125,1,2,1,0
25485,145328112,1,28,1,150,7,1,1,0
25486,62167677,2,25,0,30,4,4,2,0
25487,17126502,0,12,1,144,4,10,1,43
25488,131697576,4,168,0,55,2,60,4,171
25489,66993395,0,6,1,170,5,53,3,267
25490,57573249,1,2,1,185,1,6,2,0
25491,93411405,2,81,1,120,6,8,2,0
25492,3697130,1,19,1,174,2,22,1,0
25493,9217610,0,20,1,125,3,50,2,91
25494,7433664,1,30,0,60,1,1,1,0
25495,44964062,1,4,0,73,3,0,1,0
25497,43544395,0,75,1,85,1,3,1,6
25499,145518739,1,68,0,150,2,57,3,149
25500,20954844,0,22,0,130,1,0,1,0
25501,108448613,2,83,0,80,2,9,1,0
25502,60350045,0,38,1,140,7,31,2,0
25503,57339374,0,111,0,75,2,25,1,129
25504,144602805,0,12,1,300,2,34,1,239
25505,1097545,1,19,2,69,6,31,3,196
25506,145560608,2,118,0,53,7,2,1,279
25507,6279607,1,26,0,79,1,26,1,0
25511,33827790,1,19,1,185,1,17,1,11
25512,31624246,0,20,1,175,2,3,1,178
25513,121141431,1,28,1,115,2,6,1,0
25514,64097020,0,21,0,50,2,38,1,0
25516,65830935,0,6,0,1000,2,0,1,0
25517,4296770,0,24,1,70,3,13,1,0
25518,12570239,0,6,0,85,4,2,1,0
25520,15134346,0,21,0,40,2,4,1,0
25521,71850281,0,6,0,50,5,22,1,1
25522,26329486,1,14,1,162,3,4,1,0
25524,18947979,2,31,0,35,7,2,1,0
25526,141931484,0,100,0,75,2,45,3,259
25527,32446721,2,162,2,45,1,16,6,365
25528,73954921,0,6,0,38,1,1,1,0
25529,19887805,1,8,0,61,1,1,1,35
25530,9475138,1,68,1,340,2,0,1,0
25532,102863031,1,27,0,80,5,32,1,336
25533,18884528,0,16,0,94,2,0,2,0
25534,127082964,0,21,0,54,2,10,2,0
25535,63043,0,20,0,80,5,19,1,0
25536,48677247,4,141,1,58,5,1,1,0
25537,61524907,1,19,1,120,8,6,1,0
25538,18996093,2,202,0,45,1,12,5,226
25540,1939209,4,142,0,70,4,42,2,77
25541,5047712,0,12,1,215,3,3,1,0
25542,15004693,1,8,1,250,2,2,1,0
25543,31031279,0,79,1,72,3,1,1,21
25544,42701042,1,19,1,181,1,0,1,0
25545,145872703,1,2,0,85,2,26,2,355
25546,145878384,0,54,0,80,3,10,7,341
25547,24105930,1,43,0,115,1,0,1,0
25550,145953481,0,90,1,120,2,7,1,0
25551,3656083,0,20,0,61,10,2,2,0
25552,145975067,1,2,0,65,1,3,3,3
25553,37050812,0,20,0,55,2,4,1,0
25554,24377694,0,15,1,298,2,0,3,189
25556,6010437,4,59,1,100,2,46,1,10
25557,37380820,0,113,1,199,1,0,1,0
25558,146036754,2,56,0,60,2,4,2,177
25559,55133987,1,8,1,130,9,0,1,0
25560,115415316,0,21,0,80,2,0,2,0
25561,17575348,1,52,1,200,2,3,1,0
25562,135606570,0,54,0,66,2,6,1,88
25564,9589826,1,5,1,350,3,0,1,0
25565,49519069,2,94,0,85,5,0,1,177
25566,60350045,0,38,1,150,7,2,2,0
25569,34706197,1,19,0,144,4,20,2,94
25570,18884528,0,16,0,90,1,0,2,0
25571,94408885,0,20,1,210,2,31,1,0
25572,8305981,1,52,1,350,2,34,1,10
25573,146178383,3,41,0,68,2,29,1,57
25574,3682854,2,56,0,60,3,7,1,0
25575,146036754,2,56,0,60,1,19,2,250
25576,112176192,1,28,1,127,1,0,1,0
25578,88787567,1,8,0,60,4,4,1,0
25581,146210515,0,12,0,70,4,0,1,0
25582,80597953,1,2,1,125,2,1,1,0
25583,15443448,0,3,0,59,3,2,1,0
25585,10653881,0,16,0,70,1,11,2,0
25586,83185467,2,56,0,60,1,0,1,0
25587,35040795,0,73,0,70,1,0,1,0
25588,6824234,0,6,0,50,4,1,1,0
25589,146219213,2,63,0,65,1,17,1,188
25591,56656728,1,43,0,95,1,20,5,0
25592,76729714,1,2,0,70,4,3,1,0
25593,4376320,0,34,1,192,2,1,1,0
25594,13730809,0,70,0,60,7,22,3,68
25595,6503786,0,21,1,175,4,1,1,188
25597,126844198,1,2,0,50,3,2,1,0
25598,8115522,0,12,0,66,3,4,1,0
25600,45596004,1,5,0,250,2,0,1,0
25601,3288449,1,19,0,530,4,7,1,0
25602,19901294,2,56,1,106,4,1,1,0
25603,146342086,0,21,0,40,5,48,1,341
25605,9203654,0,15,1,140,3,0,1,0
25606,25753120,0,15,0,50,5,0,2,0
25607,1097753,1,2,0,125,3,34,1,178
25608,146348944,1,14,1,245,5,48,1,46
25609,100835599,1,4,1,400,1,0,2,364
25610,146358413,0,70,1,65,2,53,1,2
25611,101720883,1,2,0,65,2,24,1,0
25612,90237608,2,44,0,50,1,2,1,0
25614,28234612,0,6,0,150,1,0,1,0
25615,16441670,1,8,0,77,1,52,1,198
25616,133130315,1,7,0,99,4,6,6,140
25617,121869120,1,1,1,127,1,0,1,0
25618,145727343,2,46,0,39,1,15,3,164
25619,6725061,1,23,0,69,4,0,1,0
25621,111451636,1,30,0,50,2,1,1,0
25622,135337934,2,61,1,99,2,15,2,90
25623,23972036,1,2,0,75,4,10,1,0
25624,11418466,0,12,0,89,2,50,1,246
25626,138770550,0,15,1,400,3,19,3,97
25627,80099199,1,43,1,160,4,32,1,39
25628,39657176,1,4,2,75,7,1,1,0
25629,146504288,0,12,1,175,2,3,1,0
25630,5190439,0,21,0,55,1,9,1,0
25631,2610288,0,15,1,105,2,55,1,18
25632,25043341,1,50,1,495,1,43,1,343
25637,54401544,1,23,0,133,2,1,1,0
25638,1526757,0,6,0,70,2,57,3,324
25639,1526757,0,6,0,70,2,45,3,350
25640,1526757,0,6,0,60,2,60,3,355
25641,166634,0,147,1,300,2,11,5,51
25642,2789221,0,12,1,150,2,8,1,0
25643,3013248,0,6,0,72,1,1,1,0
25644,146620661,1,28,1,200,5,4,1,0
25645,59442523,0,22,1,80,1,2,2,0
25646,3283373,0,13,0,74,7,3,1,49
25647,30805991,1,11,1,190,3,2,1,0
25648,89501678,1,19,0,78,1,8,2,0
25649,24530399,1,11,1,250,2,2,1,0
25651,58391491,2,103,1,220,1,5,5,0
25652,87951927,1,8,0,75,1,5,1,0
25653,11478902,0,32,1,110,2,1,1,0
25654,146675319,4,150,1,105,1,23,3,6
25655,146677115,2,56,1,250,3,3,1,1
25656,81287,0,12,0,150,1,39,1,266
25657,104927746,3,110,0,32,4,45,7,333
25658,54501105,1,19,1,260,3,24,2,26
25659,100836839,1,1,0,70,5,1,1,0
25660,19537518,1,2,1,115,3,5,1,0
25661,137838298,2,46,0,80,1,19,2,177
25662,79896285,0,21,0,50,4,0,1,0
25663,57630325,0,22,0,47,1,18,1,0
25664,11723764,0,12,1,97,1,2,1,0
25665,90429772,1,19,0,95,2,26,2,1
25667,90153911,1,2,0,65,2,2,1,0
25668,95572265,0,6,0,45,3,4,2,342
25669,131490584,0,3,0,60,4,0,1,0
25670,23262657,2,63,0,99,1,3,2,0
25671,48573053,2,61,0,35,4,0,1,363
25672,146812160,2,37,1,150,1,19,1,0
25673,58231083,1,45,0,50,2,2,1,0
25674,59432400,1,2,0,50,4,20,2,3
25675,39927670,1,28,1,151,6,2,1,0
25676,146823994,2,87,0,44,2,12,1,0
25678,138765458,1,4,1,325,6,15,1,156
25679,146871946,1,28,1,300,1,0,1,0
25681,28190733,4,59,1,175,1,10,1,0
25682,93376283,1,7,1,168,2,4,1,0
25683,49989254,1,1,1,250,1,0,1,0
25684,11827970,1,14,1,250,3,17,1,0
25685,37512618,0,70,1,100,2,6,1,0
25686,44336290,0,20,1,160,2,3,1,0
25687,145801588,1,1,0,449,3,0,4,357
25688,21058022,0,12,0,90,4,3,3,0
25690,145219249,0,15,1,350,2,0,1,0
25692,131950694,0,12,0,70,1,1,1,0
25693,6918423,0,13,1,275,3,62,1,310
25696,146959142,1,30,0,40,3,10,1,0
25697,146963216,0,29,1,105,2,61,1,239
25698,125692898,0,21,0,70,2,2,1,0
25699,41121514,2,44,1,60,6,0,1,0
25700,3376018,0,32,0,64,7,6,1,0
25701,146988248,2,143,1,250,2,6,1,311
25702,145878384,0,54,0,75,3,11,7,330
25703,39041380,1,43,1,275,2,0,1,0
25704,146675319,4,144,1,100,2,2,3,26
25706,166634,0,147,0,49,2,33,5,0
25707,3053304,0,32,1,125,2,0,1,0
25709,123805373,0,32,1,118,1,2,1,0
25711,1488713,1,23,1,300,3,33,1,58
25712,166634,0,147,0,49,2,6,5,191
25713,5462007,0,15,1,245,4,8,1,5
25714,147059964,0,6,0,60,1,23,3,0
25715,45623372,0,12,1,160,7,4,1,0
25717,16401899,1,4,1,120,1,61,1,1
25718,15723130,0,12,1,150,3,8,1,9
25719,116758734,1,18,0,59,4,19,1,0
25720,8130515,1,19,1,150,2,2,1,0
25721,4114004,1,14,1,154,2,3,1,0
25722,4983469,0,38,1,174,3,5,1,0
25724,147092207,1,8,1,200,2,3,1,2
25725,147094537,4,72,2,60,1,2,1,0
25726,2208374,0,21,0,85,3,3,2,281
25727,4033648,0,20,1,120,4,9,1,10
25729,127756959,0,54,0,47,4,21,2,320
25730,4530544,1,23,1,150,3,28,1,1
25731,3519805,0,20,1,140,2,4,1,0
25734,127756959,0,54,0,47,4,27,2,317
25735,1261893,0,20,1,100,2,5,1,0
25736,147148796,1,7,2,70,1,0,1,15
25737,147184528,2,160,1,62,1,53,1,178
25738,6699943,1,23,0,188,2,2,1,0
25739,11573901,0,12,1,185,2,1,1,0
25741,147210078,0,22,0,44,2,38,4,0
25742,24323380,0,6,1,180,3,1,1,0
25743,142398188,0,6,0,50,5,1,1,6
25744,40042311,1,5,1,799,5,1,1,359
25745,10768717,0,20,1,180,2,49,1,60
25746,147256218,1,48,1,180,2,18,1,0
25747,145802745,0,111,0,170,5,16,1,354
25748,47267079,1,5,1,186,7,9,1,0
25750,76829914,2,56,0,90,5,2,1,83
25751,147118920,1,4,1,172,2,63,1,0
25752,6757221,0,12,0,60,6,3,2,254
25754,82189528,1,30,0,52,2,1,1,0
25755,147339774,0,15,1,184,2,40,1,0
25756,75109,1,9,1,145,4,13,1,68
25757,129242503,0,6,0,65,2,1,1,0
25758,3449385,1,8,1,100,4,32,1,0
25759,73498715,0,21,1,74,7,9,1,61
25760,7941058,1,23,1,200,2,3,1,38
25761,5637573,1,52,1,175,1,39,1,55
25762,105462484,1,4,1,130,1,4,1,0
25763,147210078,0,54,0,48,2,60,4,9
25764,1524708,1,18,0,200,3,1,1,0
25767,123849755,0,6,1,130,3,58,1,295
25768,5291405,0,3,0,149,2,5,1,0
25769,145801588,1,1,0,389,3,3,4,357
25770,42951815,1,19,0,250,2,0,1,0
25771,145801588,1,1,1,699,3,3,4,324
25772,3490097,0,13,0,67,3,1,1,0
25773,2409706,1,5,1,135,2,5,1,0
25774,9704072,0,21,0,90,1,0,1,0
25775,89501678,1,19,0,83,2,1,2,0
25776,76765350,0,6,0,37,7,15,2,71
25777,128227275,1,2,0,65,1,41,1,81
25779,17090405,0,15,1,100,1,2,1,0
25783,147500609,0,6,0,67,2,23,1,0
25784,90748448,1,28,0,85,2,2,1,0
25785,147528441,1,28,1,225,2,3,1,0
25786,25518844,0,20,0,200,2,11,1,179
25787,145801588,1,1,0,389,3,2,4,357
25788,57641560,0,12,1,182,5,62,2,28
25789,124860677,2,37,0,54,2,65,6,361
25790,1521723,1,23,1,400,3,5,1,26
25791,147567811,2,56,0,50,4,1,1,0
25792,5137740,1,8,2,125,3,0,1,0
25793,34379227,2,39,1,140,3,40,1,42
25797,147579400,1,52,1,99,1,0,1,0
25798,3363377,0,12,0,105,2,48,2,46
25799,108894035,1,23,1,139,5,12,1,25
25801,725286,0,82,1,130,3,22,1,134
25804,21227711,0,21,0,75,4,4,1,0
25805,5731144,1,30,1,65,4,0,1,0
25806,21921891,0,12,0,80,5,1,1,0
25807,147668954,0,75,0,125,9,0,1,365
25808,10414799,0,6,0,65,3,15,2,109
25809,21328739,1,26,1,220,7,36,1,91
25810,2203563,0,12,0,150,2,0,1,0
25811,8671974,0,6,0,60,2,1,1,365
25812,454274,0,12,1,180,5,12,1,0
25813,44170535,1,14,0,165,3,4,2,0
25814,99791908,1,19,0,75,1,3,2,0
25815,141012246,1,2,0,100,1,9,2,90
25816,101533618,0,79,1,120,2,7,1,0
25817,147688555,0,6,1,179,3,52,1,185
25818,147695010,2,85,0,125,1,0,1,179
25821,30549225,0,21,0,90,4,17,1,0
25822,147210078,0,22,0,50,2,26,4,0
25823,147683950,1,7,1,499,2,16,1,240
25824,104836016,0,0,0,36,2,13,4,231
25825,100069033,0,84,1,5000,2,4,1,0
25826,6655660,1,23,1,275,2,17,1,171
25828,147762665,4,88,0,35,2,16,3,156
25829,2807926,0,29,0,90,2,0,1,0
25830,142590597,0,70,0,50,1,3,6,179
25831,29093058,0,6,0,250,2,0,2,173
25832,29093058,0,6,0,140,1,0,2,173
25833,72938614,1,45,2,125,4,0,1,0
25834,109016966,0,54,0,50,1,20,1,244
25835,147796643,1,8,0,150,2,5,1,0
25836,133410060,0,21,0,59,1,3,1,0
25837,77944774,0,17,1,85,3,12,1,5
25839,147810437,1,19,0,110,7,30,2,82
25840,133843931,0,20,0,37,1,62,2,359
25841,48608026,0,20,0,90,1,3,1,0
25842,18281493,1,26,1,180,5,8,1,0
25843,3894387,0,10,1,111,2,1,1,0
25844,73228035,0,54,0,150,3,0,2,0
25845,8502406,0,15,1,135,7,12,1,0
25846,90665647,1,9,0,120,3,35,1,337
25847,136267788,0,12,1,241,5,4,1,0
25849,147858863,0,6,0,150,1,0,1,0
25850,140492812,0,21,1,94,2,13,2,0
25851,10774442,1,28,1,130,3,3,1,0
25852,73597988,1,8,1,135,2,1,1,0
25853,133130315,1,7,0,70,3,6,6,225
25854,20369715,1,7,1,290,2,1,1,0
25855,33204787,0,34,0,95,2,21,1,0
25856,118251350,0,12,0,53,3,4,1,0
25857,2766813,0,6,0,58,3,5,1,0
25858,24333820,0,15,0,80,3,2,1,0
25860,137522531,2,37,1,198,7,4,7,365
25862,2793254,0,21,0,150,3,2,3,169
25866,147972663,0,54,0,40,3,58,3,306
25867,139957134,2,106,0,35,1,60,3,348
25868,139957134,2,106,0,50,1,53,3,249
25869,147972663,0,54,0,40,3,52,3,298
25870,10077970,0,12,0,57,1,3,1,0
25871,21464170,1,1,0,115,1,33,1,0
25873,1181366,0,20,1,210,7,0,1,0
25874,22129776,1,7,1,379,1,3,3,365
25875,35242969,0,6,0,48,4,7,1,2
25876,106241822,1,30,0,37,3,5,1,0
25877,10933267,1,18,1,175,2,38,1,244
25879,63510347,1,8,1,173,10,0,1,0
25880,129602851,4,213,1,450,2,1,2,342
25884,13804630,0,22,1,165,6,0,1,0
25885,41947929,0,15,0,125,1,32,2,351
25887,1393089,0,24,1,130,4,17,1,110
25892,14120985,0,6,1,130,5,7,2,4
25893,46943042,0,16,1,230,3,12,1,354
25894,139357580,2,49,0,60,1,3,8,129
25895,148074786,4,177,0,65,2,0,1,0
25896,8366847,1,52,0,150,2,1,1,0
25897,33899564,1,19,1,150,4,6,1,0
25898,35875227,1,19,0,100,3,1,1,0
25899,113152267,4,66,0,55,1,2,1,0
25900,35431795,0,13,0,75,3,14,1,35
25902,3879852,0,12,0,65,3,1,1,0
25903,148124467,1,2,0,89,5,34,1,86
25904,148130354,0,6,1,159,3,36,2,2
25905,48581,1,53,1,170,4,0,1,0
25906,5717334,0,6,1,115,3,5,2,0
25907,30490972,2,44,1,125,3,5,1,0
25908,23075166,1,11,1,325,2,0,1,0
25909,87690038,0,15,1,165,3,2,4,263
25911,121809482,1,1,1,350,3,3,2,0
25914,1457680,4,120,0,50,2,45,1,118
25916,54081046,0,54,0,55,4,18,1,82
25917,21405142,1,43,1,300,2,21,1,0
25920,8717872,0,21,1,97,3,6,1,2
25921,35959348,1,8,1,95,1,9,1,70
25922,148237535,0,100,0,100,3,2,4,364
25924,834806,0,15,1,100,7,3,1,0
25925,11975404,0,21,0,50,3,22,2,0
25926,15647614,0,12,0,75,1,45,2,84
25927,124554019,0,15,0,55,2,4,2,0
25928,148261815,1,2,0,55,10,6,1,156
25929,2462590,0,21,1,175,1,47,2,336
25930,25124335,1,19,0,100,3,3,1,0
25931,6520264,0,12,0,75,2,1,1,0
25932,7138847,0,6,0,75,1,4,3,0
25933,8138665,0,21,0,35,7,2,1,364
25934,148278552,0,20,0,53,2,0,1,0
25935,38344324,1,28,0,95,2,42,1,0
25936,7077897,1,68,1,175,5,3,1,65
25937,9399634,1,9,1,180,5,11,1,171
25938,90893179,2,118,0,55,1,51,1,65
25939,118751485,2,49,0,79,7,36,1,48
25940,139623237,0,35,0,30,2,13,1,292
25941,1424332,1,30,1,50,3,2,1,0
25942,75587530,1,28,0,150,10,0,2,0
25944,12147356,0,20,1,496,3,20,1,313
25946,147810437,1,19,0,100,1,33,2,124
25947,148391880,0,35,1,1700,1,0,1,365
25949,135904657,1,2,0,123,2,54,2,0
25950,65258155,0,6,0,30,2,9,1,0
25951,148284545,0,33,0,50,1,12,1,0
25952,21531418,0,12,1,195,2,9,1,0
25953,57049951,1,2,0,69,2,13,9,112
25954,141052003,2,46,1,150,2,45,4,153
25955,31306976,0,6,0,49,7,5,1,56
25956,148444212,0,54,1,95,4,55,1,22
25959,100833625,2,25,0,49,1,4,1,0
25960,12776165,0,16,1,120,3,7,1,0
25961,57049951,1,2,0,69,2,10,9,365
25963,19141737,1,28,1,120,6,0,1,0
25964,2687071,0,32,1,135,3,21,1,15
25965,37627534,0,6,0,49,2,1,1,0
25966,128517263,0,21,0,100,11,13,3,0
25967,147647020,1,64,1,250,2,0,1,2
25968,147210078,0,54,0,48,2,9,4,4
25969,3731184,1,18,1,87,2,5,1,20
25970,148544231,1,45,0,85,3,13,2,61
25971,38561955,0,6,0,48,1,2,1,0
25972,104116468,1,2,0,90,3,55,1,66
25973,11300359,0,21,0,60,5,6,1,13
25975,47343420,0,0,0,85,2,61,2,61
25976,48153723,0,12,0,70,7,8,1,0
25979,23254455,0,3,0,88,2,0,1,0
25980,96064985,1,28,0,89,3,9,1,18
25981,107455767,2,183,0,42,7,21,5,297
25982,19848344,0,22,0,50,2,10,1,178
25983,139879568,2,25,0,120,1,63,6,356
25985,51447852,1,8,2,62,1,10,1,0
25987,46120364,0,12,0,76,1,9,1,310
25988,23861295,0,54,0,47,1,4,1,63
25990,28337487,1,30,0,60,1,11,1,0
25991,1180050,0,6,1,200,4,2,1,0
25993,148663392,2,124,0,55,2,10,1,6
25995,42154911,1,2,2,60,2,1,2,0
25996,80897490,0,6,0,50,1,1,1,0
25999,94404356,0,12,1,250,3,3,2,0
26000,6394738,0,21,0,85,1,14,2,0
26001,2739935,1,52,1,174,3,4,1,0
26002,148686255,0,21,0,100,4,6,1,0
26004,148692231,2,87,0,75,3,20,1,48
26005,9663247,0,6,1,160,3,20,1,136
26006,24417778,0,6,0,88,4,1,1,0
26008,312276,0,12,0,95,2,24,1,0
26009,73066515,0,6,0,62,3,51,3,108
26010,146030957,2,56,0,45,5,20,1,16
26012,148681567,2,39,0,60,4,1,1,0
26013,22066372,1,28,1,211,7,29,1,237
26014,28999705,0,16,1,100,3,4,1,0
26016,32502340,1,2,1,125,6,8,1,0
26017,10388662,1,9,1,145,4,13,1,86
26018,4594132,0,20,0,116,2,58,1,0
26020,35645777,0,6,1,175,2,18,1,0
26022,94713722,2,85,1,246,2,3,4,359
26023,4982459,0,22,0,44,3,1,3,0
26024,148812441,1,19,1,99,1,33,1,269
26027,57049951,1,2,0,69,2,2,9,365
26028,21066170,1,2,1,150,5,14,1,16
26030,69034515,0,21,0,80,4,0,1,0
26032,128692351,4,42,0,42,2,62,5,1
26033,8833868,1,30,0,50,4,22,1,42
26034,57049951,1,2,0,69,2,15,9,116
26036,2650097,0,79,1,58,4,10,1,0
26037,148897644,0,15,0,65,1,0,1,0
26038,106863782,1,30,1,175,2,2,1,0
26039,11525399,1,2,0,100,6,21,1,87
26040,52287004,1,7,1,135,2,65,1,59
26041,1020539,1,19,0,120,1,2,2,0
26043,49154612,0,12,0,48,2,3,1,0
26044,148958163,4,88,2,55,1,0,1,0
26045,1911615,1,14,1,435,3,3,2,0
26046,148960265,1,165,0,93,2,7,3,0
26047,94713722,2,85,0,60,2,23,4,0
26048,69546339,0,21,0,42,4,6,2,0
26049,48404386,2,87,0,40,4,0,1,0
26050,106555852,1,4,0,88,2,34,1,86
26051,44459590,0,21,2,85,1,0,1,0
26052,24796602,0,15,0,60,2,41,4,320
26055,148960265,1,165,0,65,2,5,3,112
26056,5990565,0,6,0,76,3,6,1,0
26057,2648270,0,6,1,74,4,1,1,0
26060,149071197,1,2,0,50,1,2,1,0
26061,106894257,2,56,1,93,7,1,1,0
26062,69992824,0,6,1,250,1,3,1,51
26063,10538579,1,11,1,269,4,10,1,10
26064,145872703,1,2,0,70,1,36,2,169
26065,29516183,0,20,0,90,5,3,1,0
26066,149112195,1,1,1,422,5,58,1,339
